Group,File Path,Size,Last Modified,Content Hash,Status
Group 77,C:\EGOS\docs\examples\crewai\prep-for-meeting-template\crewAI-enterprise-prep-for-meeting-template-main\src\prep_for_meeting\tools\__init__.py,0,2025-05-21 00:18:52,ZERO_SIZE_FILE_HASH,Duplicate
Group 77,C:\EGOS\docs\examples\crewai\prep-for-meeting-template\crewAI-enterprise-prep-for-meeting-template-main\src\prep_for_meeting\__init__.py,0,2025-05-21 00:18:52,ZERO_SIZE_FILE_HASH,Duplicate
Group 77,C:\EGOS\docs\examples\crewai\sales-contact-finder-template\crewAI-enterprise-sales-contact-finder-template-main\src\sales_contact_finder\tools\__init__.py,0,2025-05-21 00:18:52,ZERO_SIZE_FILE_HASH,Duplicate
Group 77,C:\EGOS\docs\examples\crewai\sales-contact-finder-template\crewAI-enterprise-sales-contact-finder-template-main\src\sales_contact_finder\__init__.py,0,2025-05-21 00:18:52,ZERO_SIZE_FILE_HASH,Duplicate
Group 77,C:\EGOS\docs\examples\crewai\sales-pdf-template\crewAI-enterprise-sales-pdf-template-main\src\sales_pdf\tools\__init__.py,0,2025-05-21 00:18:52,ZERO_SIZE_FILE_HASH,Duplicate
Group 77,C:\EGOS\docs\examples\crewai\sales-pdf-template\crewAI-enterprise-sales-pdf-template-main\src\sales_pdf\__init__.py,0,2025-05-21 00:18:52,ZERO_SIZE_FILE_HASH,Canonical
Group 77,C:\EGOS\docs\examples\crewai\similar-company-finder-template\crewAI-enterprise-similar-company-finder-template-main\src\similar_company_finder_template\tools\__init__.py,0,2025-05-21 00:18:52,ZERO_SIZE_FILE_HASH,Duplicate
Group 77,C:\EGOS\docs\examples\crewai\similar-company-finder-template\crewAI-enterprise-similar-company-finder-template-main\src\similar_company_finder_template\__init__.py,0,2025-05-21 00:18:52,ZERO_SIZE_FILE_HASH,Duplicate
Group 77,C:\EGOS\docs\examples\crewai\zendesk-categorize-and-sentiment-analysis-template\crewAI-enterprise-zendesk-categorize-and-sentiment-analysis-template-main\src\zendesk_categorize_and_analyze\tools\__init__.py,0,2025-05-21 00:18:52,ZERO_SIZE_FILE_HASH,Duplicate
Group 77,C:\EGOS\docs\examples\crewai\zendesk-categorize-and-sentiment-analysis-template\crewAI-enterprise-zendesk-categorize-and-sentiment-analysis-template-main\src\zendesk_categorize_and_analyze\__init__.py,0,2025-05-21 00:18:52,ZERO_SIZE_FILE_HASH,Duplicate
Group 77,C:\EGOS\docs\examples\crewai\zendesk-ticket-analysis-template\crewAI-enterprise-zendesk-ticket-analysis-template-main\src\zendesk_ticket_analysis\tools\__init__.py,0,2025-05-21 00:18:52,ZERO_SIZE_FILE_HASH,Duplicate
Group 77,C:\EGOS\docs\examples\crewai\zendesk-ticket-analysis-template\crewAI-enterprise-zendesk-ticket-analysis-template-main\src\zendesk_ticket_analysis\__init__.py,0,2025-05-21 00:18:52,ZERO_SIZE_FILE_HASH,Duplicate
Group 78,C:\EGOS\docs\governance\Analise site design.txt,11383,2025-05-21 15:08:50,83217cb3651d8cce859057f30ec60916,Duplicate
Group 78,C:\EGOS\docs\research\Analise site design.txt,11189,2025-05-21 15:08:52,769ba4ea22297d1ce96ba0c6386c79ba,Canonical
Group 78,C:\EGOS\docs\STRATEGIC_THINKING\research\Analise site design.txt,11189,2025-05-21 15:08:52,769ba4ea22297d1ce96ba0c6386c79ba,Duplicate
Group 79,C:\EGOS\docs\governance\Analysis of Opportunities for Project EVA GUARANI - EGOS within the Stellar Blockchain Ecosystem.txt,21076,2025-05-21 00:40:22,f842d237fb9b854486293962e99bc2c6,Canonical
Group 79,C:\EGOS\docs\research\OK no roadmap\Analysis of Opportunities for Project EVA GUARANI - EGOS within the Stellar Blockchain Ecosystem.txt,20883,2025-05-21 00:40:23,4c5fe3f3c71064ec40134c73223e0166,Duplicate
Group 79,C:\EGOS\docs\STRATEGIC_THINKING\research\roadmap_related\Analysis of Opportunities for Project EVA GUARANI - EGOS within the Stellar Blockchain Ecosystem.txt,20883,2025-05-21 00:40:22,4c5fe3f3c71064ec40134c73223e0166,Duplicate
Group 80,C:\EGOS\docs\governance\Análise de Integração de Ferramentas e Empresas com o Sistema EVA GUARANI - EGOS.txt,26753,2025-05-21 00:40:22,cd71f0173ca3a4e04c481db9ed1371be,Canonical
Group 80,C:\EGOS\docs\research\OK no roadmap\Análise de Integração de Ferramentas e Empresas com o Sistema EVA GUARANI - EGOS.txt,26560,2025-05-21 00:40:23,f0b49e60746db985fa36efd312ecbdf0,Duplicate
Group 80,C:\EGOS\docs\STRATEGIC_THINKING\research\roadmap_related\Análise de Integração de Ferramentas e Empresas com o Sistema EVA GUARANI - EGOS.txt,26560,2025-05-21 00:40:22,f0b49e60746db985fa36efd312ecbdf0,Duplicate
Group 81,C:\EGOS\docs\governance\Análise e Refinamento do Projeto EGOS_.txt,86867,2025-05-21 15:08:50,3ff1e662b80279b94760074bfc5c2c87,Duplicate
Group 81,C:\EGOS\docs\research\Análise e Refinamento do Projeto EGOS_.txt,86673,2025-05-21 15:08:52,1c660da3afc37f087223b150d8c2b32c,Canonical
Group 81,C:\EGOS\docs\STRATEGIC_THINKING\research\Análise e Refinamento do Projeto EGOS_.txt,86673,2025-05-21 15:08:52,1c660da3afc37f087223b150d8c2b32c,Duplicate
Group 82,C:\EGOS\docs\governance\Comparacao ferramentas data ia.txt,28937,2025-05-21 00:40:22,68cb8d92b28f0dc527522ef90bc22046,Canonical
Group 82,C:\EGOS\docs\research\OK no roadmap\Comparacao ferramentas data ia.txt,28745,2025-05-21 00:40:23,db1b7bc5b8ddf1da5ead45fbd0b5a9ef,Duplicate
Group 82,C:\EGOS\docs\STRATEGIC_THINKING\research\roadmap_related\Comparacao ferramentas data ia.txt,28745,2025-05-21 00:40:22,db1b7bc5b8ddf1da5ead45fbd0b5a9ef,Duplicate
Group 83,C:\EGOS\docs\governance\Concorrentes gratuitos do CodeGuide_.txt,48216,2025-05-21 00:40:22,4ed08ce189651ee51515a3f2a4092fb1,Canonical
Group 83,C:\EGOS\docs\STRATEGIC_THINKING\research\Concorrentes gratuitos do CodeGuide_.txt,48024,2025-05-21 00:40:22,0ae3e162faae179dbc7e6468cd419fda,Duplicate
Group 84,C:\EGOS\docs\governance\Criaçao de site com IA.txt,30336,2025-05-21 00:40:22,b124d8f9a903828ef593bee1286969f0,Duplicate
Group 84,C:\EGOS\docs\research\Criaçao de site com IA.txt,30144,2025-05-21 00:40:23,4711dc1976c178e939abce2802f8206f,Canonical
Group 84,C:\EGOS\docs\STRATEGIC_THINKING\research\Criaçao de site com IA.txt,30144,2025-05-21 00:40:22,4711dc1976c178e939abce2802f8206f,Duplicate
Group 85,C:\EGOS\docs\governance\EGOS - Gemini AI System Market Analysis.txt,47001,2025-05-21 15:08:50,48996d0b22309172c7a6e5d7817cfeeb,Canonical
Group 85,C:\EGOS\docs\research\OK no roadmap\EGOS - Gemini AI System Market Analysis.txt,46732,2025-05-21 15:08:52,9c4e3ac6e5be2903deb39ec3fc2c1eb0,Duplicate
Group 85,C:\EGOS\docs\STRATEGIC_THINKING\research\roadmap_related\EGOS - Gemini AI System Market Analysis.txt,46732,2025-05-21 15:08:52,9c4e3ac6e5be2903deb39ec3fc2c1eb0,Duplicate
Group 86,C:\EGOS\docs\governance\EGOS - Grok Presentation p2.txt,42557,2025-05-21 00:40:22,cdf9f22530f5d5abcb029cb2229897ab,Canonical
Group 86,C:\EGOS\docs\research\OK no roadmap\EGOS - Grok Presentation p2.txt,42364,2025-05-21 00:40:23,0919189e1c0b5703f6d3a2a8dc591156,Duplicate
Group 86,C:\EGOS\docs\STRATEGIC_THINKING\research\roadmap_related\EGOS - Grok Presentation p2.txt,42364,2025-05-21 00:40:22,0919189e1c0b5703f6d3a2a8dc591156,Duplicate
Group 87,C:\EGOS\docs\governance\EGOS - Quantum Unified Master System Diagnostic & Strategic Market Presentation.txt,53512,2025-05-21 15:08:50,4157b66c187df530575867c6b68f2fbb,Canonical
Group 87,C:\EGOS\docs\research\OK no roadmap\EGOS - Quantum Unified Master System Diagnostic & Strategic Market Presentation.txt,53320,2025-05-21 15:08:52,e30337b46352d8b5f3300ebd5eae9cf0,Duplicate
Group 87,C:\EGOS\docs\STRATEGIC_THINKING\research\roadmap_related\EGOS - Quantum Unified Master System Diagnostic & Strategic Market Presentation.txt,53320,2025-05-21 15:08:52,e30337b46352d8b5f3300ebd5eae9cf0,Duplicate
Group 88,C:\EGOS\docs\governance\EGOS CodeGuide PRD.txt,11327,2025-05-21 00:40:22,d21a46e8493121e0c508834b19345da6,Canonical
Group 88,C:\EGOS\docs\STRATEGIC_THINKING\research\EGOS CodeGuide PRD.txt,11135,2025-05-21 00:40:22,e4c2c8525ba5d521116040a03cdbaf08,Duplicate
Group 89,C:\EGOS\docs\governance\EGOS design e ferramentas web.txt,53014,2025-05-21 00:40:22,1fe438c6caca7493b1fcc97240069aef,Duplicate
Group 89,C:\EGOS\docs\research\EGOS design e ferramentas web.txt,52822,2025-05-21 00:40:23,993f68d418ed2176e9dfcea38b30c161,Canonical
Group 89,C:\EGOS\docs\STRATEGIC_THINKING\research\EGOS design e ferramentas web.txt,52822,2025-05-21 00:40:22,993f68d418ed2176e9dfcea38b30c161,Duplicate
Group 90,C:\EGOS\docs\governance\EGOS design GROK.txt,226824,2025-05-21 15:08:50,8c57a0f539def165e9e9bd87240e4692,Duplicate
Group 90,C:\EGOS\docs\research\EGOS design GROK.txt,226632,2025-05-21 15:08:52,1128707f5b2c8e02175760cc20c0e82f,Canonical
Group 90,C:\EGOS\docs\STRATEGIC_THINKING\research\EGOS design GROK.txt,226632,2025-05-21 15:08:52,1128707f5b2c8e02175760cc20c0e82f,Duplicate
Group 91,C:\EGOS\docs\governance\EGOS Ethical Marketing Strategy_.txt,70988,2025-05-21 15:08:50,fd76e0f9801ae59043ccf795d540076d,Canonical
Group 91,C:\EGOS\docs\research\OK no roadmap\EGOS Ethical Marketing Strategy_.txt,70796,2025-05-21 15:08:52,abbe69040d98942c7b328ce5330bdc39,Duplicate
Group 91,C:\EGOS\docs\STRATEGIC_THINKING\research\roadmap_related\EGOS Ethical Marketing Strategy_.txt,70796,2025-05-21 15:08:52,abbe69040d98942c7b328ce5330bdc39,Duplicate
Group 92,C:\EGOS\docs\governance\EGOS_ Competindo com CodeGuide_.txt,95438,2025-05-21 15:08:50,bd5e26adcb01b32208ac89786dd9d0e3,Canonical
Group 92,C:\EGOS\docs\STRATEGIC_THINKING\research\EGOS_ Competindo com CodeGuide_.txt,95246,2025-05-21 15:08:52,59e1a908e355a4a5fb539884f3dbc483,Duplicate
Group 93,C:\EGOS\docs\governance\EGOS_ GitHub Project Search_.txt,44116,2025-05-21 00:40:22,fe014dcebcaf2c125df97dfae281f38d,Canonical
Group 93,C:\EGOS\docs\research\OK no roadmap\EGOS_ GitHub Project Search_.txt,43923,2025-05-21 00:40:23,df96d6f5741db7bddffd251fcb53cc44,Duplicate
Group 93,C:\EGOS\docs\STRATEGIC_THINKING\research\roadmap_related\EGOS_ GitHub Project Search_.txt,43923,2025-05-21 00:40:22,df96d6f5741db7bddffd251fcb53cc44,Duplicate
Group 94,C:\EGOS\docs\governance\Estudo KOIOS.txt,26499,2025-05-21 00:40:22,4c84dd1c0f2f2b467115446baf9de5cb,Canonical
Group 94,C:\EGOS\docs\research\OK no roadmap\Estudo KOIOS.txt,26306,2025-05-21 00:40:23,f95c3aa305ce2f37f439be02e00ca5bb,Duplicate
Group 94,C:\EGOS\docs\STRATEGIC_THINKING\research\roadmap_related\Estudo KOIOS.txt,26306,2025-05-21 00:40:22,f95c3aa305ce2f37f439be02e00ca5bb,Duplicate
Group 95,C:\EGOS\docs\governance\Integração Context7 e _egos_ aprimorada_.txt,52041,2025-05-21 15:08:50,a27d9b6dd3113efcdae4a1c63064a9f0,Canonical
Group 95,C:\EGOS\docs\STRATEGIC_THINKING\research\Integração Context7 e _egos_ aprimorada_.txt,51849,2025-05-21 15:08:52,7f3bb2224deeb5d7e83c1dc809f8b7a5,Duplicate
Group 96,C:\EGOS\docs\governance\Market Positioning Strategy for Eva Guarani Egos An Expert Analysis.txt,33001,2025-05-21 00:40:22,b326e61e6b9df48e43fbe0ae0c35dc3d,Canonical
Group 96,C:\EGOS\docs\research\OK no roadmap\Market Positioning Strategy for Eva Guarani Egos An Expert Analysis.txt,32808,2025-05-21 00:40:23,21183b61b1c490b623af6bf934e6d1b9,Duplicate
Group 96,C:\EGOS\docs\STRATEGIC_THINKING\research\roadmap_related\Market Positioning Strategy for Eva Guarani Egos An Expert Analysis.txt,32808,2025-05-21 00:40:22,21183b61b1c490b623af6bf934e6d1b9,Duplicate
Group 97,C:\EGOS\docs\governance\MARKET_ANALYSIS.txt,487,2025-05-21 00:40:22,7d8a0b5946094a2aba1db73a290be4ce,Duplicate
Group 97,C:\EGOS\docs\research\MARKET_ANALYSIS.txt,295,2025-05-21 00:40:23,6d7fb1c9ae9ef8393388dee8cf988fb0,Canonical
Group 97,C:\EGOS\docs\STRATEGIC_THINKING\research\MARKET_ANALYSIS.txt,295,2025-05-21 00:40:22,6d7fb1c9ae9ef8393388dee8cf988fb0,Duplicate
Group 98,C:\EGOS\docs\governance\PROC-AUDIT-01_python_json_script_audit_v1.mdc,2202,2025-05-21 00:40:22,5441710933bd1713a63b12c7e8e480eb,Canonical
Group 98,C:\EGOS\docs\process\auditing\PROC-AUDIT-01_python_json_script_audit_v1.mdc,2202,2025-05-21 00:40:23,5441710933bd1713a63b12c7e8e480eb,Duplicate
Group 99,C:\EGOS\docs\governance\TIPS_HESAMATION.txt,507,2025-05-21 00:40:22,fe2ea75e8fcee737d24f1545519235e0,Duplicate
Group 99,C:\EGOS\docs\research\TIPS_HESAMATION.txt,315,2025-05-21 00:40:23,e739dbffc596489feb0baca8c600dc5d,Canonical
Group 99,C:\EGOS\docs\STRATEGIC_THINKING\research\TIPS_HESAMATION.txt,315,2025-05-21 00:40:22,e739dbffc596489feb0baca8c600dc5d,Duplicate
Group 100,C:\EGOS\docs\governance\WebSite analise.txt,31019,2025-05-21 00:40:22,419b1997663a3c3e72f8eb32eb871bde,Canonical
Group 100,C:\EGOS\docs\research\OK no roadmap\WebSite analise.txt,30827,2025-05-21 00:40:23,5e823273d48a7b46b33a110929afaf59,Duplicate
Group 100,C:\EGOS\docs\STRATEGIC_THINKING\research\roadmap_related\WebSite analise.txt,30827,2025-05-21 00:40:22,5e823273d48a7b46b33a110929afaf59,Duplicate
Group 101,C:\EGOS\docs\governance\WebSite Enio Grok e Gemini.txt,26914,2025-05-21 00:40:22,aac185fc8ab328cea51ec5011b89bd29,Canonical
Group 101,C:\EGOS\docs\research\OK no roadmap\WebSite Enio Grok e Gemini.txt,26722,2025-05-21 00:40:23,6fa5840960d4459e2e9ea0b1549f3e2e,Duplicate
Group 101,C:\EGOS\docs\STRATEGIC_THINKING\research\roadmap_related\WebSite Enio Grok e Gemini.txt,26722,2025-05-21 00:40:22,6fa5840960d4459e2e9ea0b1549f3e2e,Duplicate
Group 102,C:\EGOS\docs\governance\Windsurf Prompt for EGOS Project_.txt,23986,2025-05-21 00:40:22,c6fe39ce248b8339b5b8ddaf5c82f02b,Canonical
Group 102,C:\EGOS\docs\STRATEGIC_THINKING\research\Windsurf Prompt for EGOS Project_.txt,23794,2025-05-21 00:40:22,076f918e2d3292de1e7792358896ab87,Duplicate
Group 103,C:\EGOS\docs\research\EGOS_Strategic_Analysis_Integration_Summary_Apr2025.md,3673,2025-05-21 15:08:52,3ba9a0bc70507af449c5a9207b6ac999,Canonical
Group 103,C:\EGOS\docs\STRATEGIC_THINKING\research\EGOS_Strategic_Analysis_Integration_Summary_Apr2025.md,3673,2025-05-21 15:08:52,3ba9a0bc70507af449c5a9207b6ac999,Duplicate
Group 104,C:\EGOS\docs\research\OK no roadmap\Analise Gopher-Egos,16589,2025-05-21 00:40:23,f6479986b12f0ab033f8663038a4d525,Canonical
Group 104,C:\EGOS\docs\STRATEGIC_THINKING\research\roadmap_related\Analise Gopher-Egos,16589,2025-05-21 00:40:22,f6479986b12f0ab033f8663038a4d525,Duplicate
Group 105,C:\EGOS\docs\research\OK no roadmap\Estudo CrewAI.txt,0,2025-05-21 00:40:23,ZERO_SIZE_FILE_HASH,Canonical
Group 105,C:\EGOS\docs\STRATEGIC_THINKING\research\roadmap_related\Estudo CrewAI.txt,0,2025-05-21 00:40:22,ZERO_SIZE_FILE_HASH,Duplicate
Group 106,C:\EGOS\docs\research\OK no roadmap\Estudo DATA com IA Gemini.txt,49708,2025-05-21 00:40:23,c0aeae724d65c61d5ae2ae5c9bf4c6f0,Canonical
Group 106,C:\EGOS\docs\STRATEGIC_THINKING\research\roadmap_related\Estudo DATA com IA Gemini.txt,49708,2025-05-21 00:40:22,c0aeae724d65c61d5ae2ae5c9bf4c6f0,Duplicate
Group 107,C:\EGOS\docs\research\OK no roadmap\Estudo EAAS ethics as a service Gemini.txt,74137,2025-05-21 15:08:52,b769860fb46424e4ec5929dec908dd04,Canonical
Group 107,C:\EGOS\docs\STRATEGIC_THINKING\research\roadmap_related\Estudo EAAS ethics as a service Gemini.txt,74137,2025-05-21 15:08:52,b769860fb46424e4ec5929dec908dd04,Duplicate
Group 108,C:\EGOS\docs\research\OK no roadmap\Estudo MCPs.txt,49288,2025-05-21 00:40:23,9ac0272a8698c3eabb4c3baef5b6e843,Canonical
Group 108,C:\EGOS\docs\STRATEGIC_THINKING\research\roadmap_related\Estudo MCPs.txt,49288,2025-05-21 00:40:22,9ac0272a8698c3eabb4c3baef5b6e843,Duplicate
Group 109,C:\EGOS\docs\research\OK no roadmap\Estudo Mycellium Gemini.txt,50978,2025-05-21 00:40:23,9562e9ed528b31c96b3611638553b06e,Canonical
Group 109,C:\EGOS\docs\STRATEGIC_THINKING\research\roadmap_related\Estudo Mycellium Gemini.txt,50978,2025-05-21 00:40:22,9562e9ed528b31c96b3611638553b06e,Duplicate
Group 110,C:\EGOS\docs\research\OK no roadmap\Mercado de Prompts.txt,11007,2025-05-21 00:40:23,bc475ff703522a8b598005a4c0407da5,Canonical
Group 110,C:\EGOS\docs\STRATEGIC_THINKING\research\roadmap_related\Mercado de Prompts.txt,11007,2025-05-21 00:40:22,bc475ff703522a8b598005a4c0407da5,Duplicate
Group 111,C:\EGOS\docs\research\OK no roadmap\Scraper com IA.txt,26989,2025-05-21 11:09:02,0fb39852245f1c5db7e54ede4c85c666,Canonical
Group 111,C:\EGOS\docs\STRATEGIC_THINKING\research\roadmap_related\Scraper com IA.txt,26989,2025-05-21 11:09:02,0fb39852245f1c5db7e54ede4c85c666,Duplicate
Group 112,C:\EGOS\docs\research\OK no roadmap\Vibe Coding Avanço e Oportunidades.txt,22146,2025-05-21 00:40:23,2895c6719b90473d41b5bac6b438fc5c,Canonical
Group 112,C:\EGOS\docs\STRATEGIC_THINKING\research\roadmap_related\Vibe Coding Avanço e Oportunidades.txt,22146,2025-05-21 00:40:22,2895c6719b90473d41b5bac6b438fc5c,Duplicate
Group 113,C:\EGOS\docs\research\Vibe_Coding_Market_Analysis.md,23068,2025-05-21 15:08:52,6219cc5eb658b7481ffba8f780ead132,Canonical
Group 113,C:\EGOS\docs\STRATEGIC_THINKING\research\Vibe_Coding_Market_Analysis.md,23068,2025-05-21 15:08:52,6219cc5eb658b7481ffba8f780ead132,Duplicate
Group 114,C:\EGOS\docs\research\website_ux_analysis.md,13863,2025-05-21 15:08:52,482015ca8724aa0494f975820221fdb7,Canonical
Group 114,C:\EGOS\docs\STRATEGIC_THINKING\research\website_ux_analysis.md,13863,2025-05-21 15:08:52,482015ca8724aa0494f975820221fdb7,Duplicate
Group 115,C:\EGOS\docs\resources\data\index_json_schema.json,5921,2025-05-21 00:40:23,e275563892756f6dc61f1f2ae8058ee4,Duplicate
Group 115,C:\EGOS\docs\standards\index_json_schema.json,5921,2025-05-21 00:40:23,e275563892756f6dc61f1f2ae8058ee4,Canonical
Group 116,C:\EGOS\docs\templates\api_documentation_template.md,4567,2025-05-20 00:48:36,9e27ed4fdcd582cae99768a5a8821f8f,Canonical
Group 116,C:\EGOS\docs\templates\reference_templates\api_documentation_template.md,5746,2025-05-21 11:09:13,7fc54de6ad7aec733288abdc8bd7fc4f,Duplicate
Group 117,C:\EGOS\docs\templates\architecture_document_template.md,5515,2025-05-21 15:08:52,8d39b3c7b72cad73a952e21f4302c670,Canonical
Group 117,C:\EGOS\docs\templates\reference_templates\architecture_document_template.md,6602,2025-05-21 15:08:52,d38c60974d6e625f1af203ceda54abbc,Duplicate
Group 118,C:\EGOS\docs\templates\reference_templates\subsystem_readme_template.md,5898,2025-05-21 15:08:52,39c09ef8c443e4bc3a571f7e1149c917,Duplicate
Group 118,C:\EGOS\docs\templates\subsystem_readme_template.md,4828,2025-05-21 15:08:52,ddb2ed28ca56d6085add71409a748fce,Canonical
Group 119,C:\EGOS\docs\core_materials\INTEGRATION_PLAN.md,1,2025-05-21 00:40:22,7215ee9c7d9dc229d2921a40e899ec5f,Canonical
Group 119,C:\EGOS\docs\STRATEGIC_THINKING\strategy_archive\Customer_Journey_Map.md,1,2025-05-21 00:40:22,7215ee9c7d9dc229d2921a40e899ec5f,Duplicate
Group 120,C:\EGOS\docs\core_materials\prompts\coruja_zendesk_ticket_analysis_v1.pdd,3323,2025-05-21 00:40:22,1b9b9237ea8bce10301c4f1598bb6c20,Duplicate
Group 120,C:\EGOS\docs\prompts\coruja_zendesk_ticket_analysis_v1.pdd,3323,2025-05-21 00:40:23,1b9b9237ea8bce10301c4f1598bb6c20,Canonical
Group 121,C:\EGOS\docs\examples\crewai\content-marketing-ideas-template\crewAI-enterprise-content-marketing-ideas-template-main\.gitignore,18,2025-05-21 00:18:52,92c0c5be12c8c902f2c2100978a03cdb,Duplicate
Group 121,C:\EGOS\docs\examples\crewai\fraud-detector-template\crewAI-enterprise-fraud-detector-template-main\.gitignore,18,2025-05-21 00:18:52,92c0c5be12c8c902f2c2100978a03cdb,Duplicate
Group 121,C:\EGOS\docs\examples\crewai\lead-scoring-template\crewAI-enterprise-lead-scoring-template-main\.gitignore,18,2025-05-21 00:18:52,92c0c5be12c8c902f2c2100978a03cdb,Canonical
Group 121,C:\EGOS\docs\examples\crewai\prep-for-meeting-template\crewAI-enterprise-prep-for-meeting-template-main\.gitignore,18,2025-05-21 00:18:52,92c0c5be12c8c902f2c2100978a03cdb,Duplicate
Group 122,C:\EGOS\docs\examples\crewai\content-marketing-ideas-template\crewAI-enterprise-content-marketing-ideas-template-main\src\crewai_enterprise_content_marketing_ideas\tools\custom_tool.py,395,2025-05-21 00:40:24,b1a51bd655f2e4287ec8cb7448ad3cae,Duplicate
Group 122,C:\EGOS\docs\examples\crewai\create-sales-offer-template\crewAI-enterprise-create-sales-offer-template-main\src\sales_offer\tools\custom_tool.py,395,2025-05-21 00:40:24,b1a51bd655f2e4287ec8cb7448ad3cae,Duplicate
Group 122,C:\EGOS\docs\examples\crewai\fraud-detector-template\crewAI-enterprise-fraud-detector-template-main\src\fraud_detector\tools\custom_tool.py,395,2025-05-21 00:40:24,b1a51bd655f2e4287ec8cb7448ad3cae,Duplicate
Group 122,C:\EGOS\docs\examples\crewai\job-change-monitor-template\crewAI-enterprise-job-change-monitor-template-main\src\job_change_monitor\tools\custom_tool.py,395,2025-05-21 00:40:24,b1a51bd655f2e4287ec8cb7448ad3cae,Duplicate
Group 122,C:\EGOS\docs\examples\crewai\lead-scoring-template\crewAI-enterprise-lead-scoring-template-main\src\crewai_plus_lead_scoring\tools\custom_tool.py,395,2025-05-21 00:40:24,b1a51bd655f2e4287ec8cb7448ad3cae,Duplicate
Group 122,C:\EGOS\docs\examples\crewai\personalized-email-template\crewAI-enterprise-personalized-email-template-main\src\sales_personalized_email\tools\custom_tool.py,395,2025-05-21 00:40:24,b1a51bd655f2e4287ec8cb7448ad3cae,Duplicate
Group 122,C:\EGOS\docs\examples\crewai\prep-for-meeting-template\crewAI-enterprise-prep-for-meeting-template-main\src\prep_for_meeting\tools\custom_tool.py,395,2025-05-21 00:40:24,b1a51bd655f2e4287ec8cb7448ad3cae,Duplicate
Group 122,C:\EGOS\docs\examples\crewai\sales-contact-finder-template\crewAI-enterprise-sales-contact-finder-template-main\src\sales_contact_finder\tools\custom_tool.py,395,2025-05-21 00:40:24,b1a51bd655f2e4287ec8cb7448ad3cae,Duplicate
Group 122,C:\EGOS\docs\examples\crewai\sales-pdf-template\crewAI-enterprise-sales-pdf-template-main\src\sales_pdf\tools\custom_tool.py,395,2025-05-21 00:40:24,b1a51bd655f2e4287ec8cb7448ad3cae,Canonical
Group 122,C:\EGOS\docs\examples\crewai\similar-company-finder-template\crewAI-enterprise-similar-company-finder-template-main\src\similar_company_finder_template\tools\custom_tool.py,395,2025-05-21 00:40:24,b1a51bd655f2e4287ec8cb7448ad3cae,Duplicate
Group 123,C:\EGOS\docs\examples\crewai\job-change-monitor-template\crewAI-enterprise-job-change-monitor-template-main\.gitignore,3139,2025-05-21 00:18:52,e5e81fdb76c0774efca175557ac121e5,Duplicate
Group 123,C:\EGOS\docs\examples\crewai\personalized-email-template\crewAI-enterprise-personalized-email-template-main\.gitignore,3139,2025-05-21 00:18:52,e5e81fdb76c0774efca175557ac121e5,Canonical
Group 123,C:\EGOS\docs\examples\crewai\similar-company-finder-template\crewAI-enterprise-similar-company-finder-template-main\.gitignore,3139,2025-05-21 00:18:52,e5e81fdb76c0774efca175557ac121e5,Duplicate
Group 124,C:\EGOS\docs\examples\crewai\zendesk-categorize-and-sentiment-analysis-template\crewAI-enterprise-zendesk-categorize-and-sentiment-analysis-template-main\.gitignore,17,2025-05-21 00:18:52,33990ac78d5b995059f8c779ee926a51,Duplicate
Group 124,C:\EGOS\docs\examples\crewai\zendesk-ticket-analysis-template\crewAI-enterprise-zendesk-ticket-analysis-template-main\.gitignore,17,2025-05-21 00:18:52,33990ac78d5b995059f8c779ee926a51,Canonical
Group 125,C:\EGOS\docs\examples\crewai\zendesk-categorize-and-sentiment-analysis-template\crewAI-enterprise-zendesk-categorize-and-sentiment-analysis-template-main\README.md,2782,2025-05-21 00:18:52,8a74575cc369c3d957e137970d9a2245,Duplicate
Group 125,C:\EGOS\docs\examples\crewai\zendesk-ticket-analysis-template\crewAI-enterprise-zendesk-ticket-analysis-template-main\README.md,2782,2025-05-21 00:18:52,8a74575cc369c3d957e137970d9a2245,Canonical
Group 126,C:\EGOS\docs\governance\MVP OK 7.0.txt,192,2025-05-21 00:40:22,08d9acbe7cb83efaf3c207ce2d100058,Canonical
Group 126,C:\EGOS\docs\governance\Prompt quantico 7 ingles.txt,192,2025-05-21 00:40:22,08d9acbe7cb83efaf3c207ce2d100058,Duplicate
Group 127,C:\EGOS\docs\governance\PROC-AUDIT-01_python_json_script_audit_v1.mdc,2202,2025-05-21 00:40:22,5441710933bd1713a63b12c7e8e480eb,Canonical
Group 127,C:\EGOS\docs\process\auditing\PROC-AUDIT-01_python_json_script_audit_v1.mdc,2202,2025-05-21 00:40:23,5441710933bd1713a63b12c7e8e480eb,Duplicate
Group 128,C:\EGOS\docs\prompts\pdds\generate_python_docstring.yaml,2695,2025-05-21 15:08:50,81c264b96c60fbfa8b2d3ba55da73dc5,Canonical
Group 128,C:\EGOS\docs\resources\data\generate_python_docstring.yaml,2695,2025-05-21 15:08:52,81c264b96c60fbfa8b2d3ba55da73dc5,Duplicate
Group 129,C:\EGOS\docs\research\Analise site design.txt,11189,2025-05-21 15:08:52,769ba4ea22297d1ce96ba0c6386c79ba,Canonical
Group 129,C:\EGOS\docs\STRATEGIC_THINKING\research\Analise site design.txt,11189,2025-05-21 15:08:52,769ba4ea22297d1ce96ba0c6386c79ba,Duplicate
